material,year,watershed,forest,species,horizon,depth,sample_wt_mg,C_ug,N_ug,C_mg_g,d13C_permil,d15N_permil,TrayName,WellID,enriched,plot,tree,OurLabID,analysis_number,sample_id,d13C_comment,d15N_comment,source_file
roots,2013,WB,HW,,B,5-25cm,3.93,1929.14,38.377,490.875,-26.677,12.995,BBWM Roots3,C11,yes,1,,690747,125873,4248,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,O,O,4.05,2096.905,58.385,517.754,-27.909,28.694,BBWM Roots3,C12,yes,3,,690748,125874,4249,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,0-5cm,4.01,2013.012,43.644,501.998,-26.679,4.387,BBWM Roots3,D1,yes,3,,690749,125878,4251,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,5-25cm,4.05,2013.012,43.891,497.04,-26.384,4.883,BBWM Roots3,D2,yes,3,,690750,125879,4252,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,O,O,4.21,2096.905,57.149,498.077,-27.652,15.201,BBWM Roots3,D3,yes,4,,690751,125880,4253,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,4.06,2026.992,45.208,499.259,-27.796,10.857,BBWM Roots3,D4,yes,,,690752,125881,4254,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,0-5cm,4.39,2124.875,39.941,484.026,-26.689,8.601,BBWM Roots3,D5,yes,4,,690753,125882,4255,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,5-25cm,4.45,2152.847,38.46,483.786,-27.383,9.097,BBWM Roots3,D6,yes,4,,690754,125883,4256,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,O,O,4.02,2110.89,61.022,525.097,-28.189,11.597,BBWM Roots3,D7,yes,5,,690755,125884,4257,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,4.06,1747.494,48.666,430.417,-26.402,15.337,BBWM Roots3,D8,yes,,,690756,125885,4258,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,0-5cm,4.02,1971.073,41.093,490.317,-27.594,5.53,BBWM Roots3,D9,yes,5,,690757,125886,4259,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,O,O,4.43,2320.73,53.69,523.867,-26.554,7.248,BBWM Roots3,D10,yes,5,,690758,125887,4261,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,4.44,2152.847,74.459,484.875,-25.874,5.832,BBWM Roots3,D11,yes,,,690759,125888,4262,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,0-5cm,4.16,2124.875,41.751,510.787,-26.701,3.267,BBWM Roots3,D12,yes,5,,690760,125889,4263,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,5-25cm,4.45,2250.768,36.814,505.791,-26.821,2.951,BBWM Roots3,E1,yes,5,,690761,125893,4264,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,O,O,4.11,2180.821,43.233,530.613,-26.215,8.607,BBWM Roots3,E2,yes,1,,690762,125894,4265,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,0-5cm,4.75,2166.834,37.801,456.176,-26.546,5.805,BBWM Roots3,E3,yes,1,,690763,125895,4267,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,5-25cm,3.93,1957.095,18.559,497.989,-26.074,3.902,BBWM Roots3,E4,yes,1,,690764,125896,4268,,Precision decreases for samples containing less than 20ugN,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,O,O,4.08,2194.809,38.953,537.943,-28.123,19.357,BBWM Roots3,E5,yes,2,,690765,125897,4269,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,0-5cm,3.98,1943.117,25.875,488.22,-26.649,7.097,BBWM Roots3,E6,yes,2,,690766,125898,4271,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,5-25cm,4.37,2194.809,36.567,502.245,-26.412,8.26,BBWM Roots3,E7,yes,2,,690767,125899,4272,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,O,O,4.43,2404.705,45.785,542.823,-26.619,7.955,BBWM Roots3,E8,yes,3,,690768,125900,4273,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,0-5cm,4.45,2264.759,27.355,508.935,-27.378,3.522,BBWM Roots3,E9,yes,3,,690769,125901,4275,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,5-25cm,4.29,2194.809,39.282,511.611,-27.665,3.336,BBWM Roots3,E10,yes,3,,690770,125902,4276,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,O,O,4.47,2334.724,57.067,522.31,-26.305,6.01,BBWM Roots3,E11,yes,4,,690771,125903,4277,,,SPENCER BBWM-ROOTS 0414
roots,2013,,,,E,E,3.91,1901.188,38.213,486.237,-26.137,5.288,BBWM Roots3,E12,yes,,,690772,125904,4278,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,0-5cm,3.83,1915.164,37.061,500.043,-26.129,4.992,BBWM Roots3,F1,yes,4,,690773,125907,4279,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,SW,,B,5-25cm,4.3,2152.847,27.437,500.662,-25.945,4.082,BBWM Roots3,F2,yes,4,,690774,125908,4280,,,SPENCER BBWM-ROOTS 0414
roots,2013,EB,HW,,B,0-5cm,3.8,1719.558,20.531,452.515,-27.831,3.591,BBWM Roots3,F3,yes,4,,690775,125909,4215,,,SPENCER BBWM-ROOTS 0414
roots,2013,WB,HW,,B,0-5cm,3.91,2026.992,42.245,518.412,-27.183,4.742,BBWM Roots3,F4,yes,2,,690776,125910,4243b,,,SPENCER BBWM-ROOTS 0414
roots,2012,EB,HW,,O,O,4.07,2122.588,46.525,521.52,-28.042,8.666,Spencer BBWM Roots2,A1,,2,,,,4017,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,HW,,B,B,3.9,2207.331,30.004,565.982,-26.889,2.874,Spencer BBWM Roots2,A2,,2,,,,4018,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,HW,,O,O,3.9,1910.54,47.926,489.882,-28.293,3.611,Spencer BBWM Roots2,A3,,4,,,,4022,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,HW,,B,B,3.97,1623.905,29.091,409.044,-27.867,2.546,Spencer BBWM Roots2,A4,,4,,,,4023,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,HW,,O,O,4.06,2062.545,35.068,508.016,-29.244,5.24,Spencer BBWM Roots2,A5,,5,,,,4027,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,HW,,B,B,4.05,1910.064,24.463,471.621,-28.194,0.903,Spencer BBWM Roots2,A6,,5,,,,4028,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,O,O,4.05,2210.373,74.709,545.771,-26.986,8.798,Spencer BBWM Roots2,A7,,2,,,,4032,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,O,O,3.99,2012.085,35.266,504.282,-26.019,-1.165,Spencer BBWM Roots2,A8,,2,,,,4033,,-0.377184882,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,O,O,4.09,2137.542,35.519,522.626,-25.772,0.411,Spencer BBWM Roots2,A9,,2,,,,4034,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,B,B,4,1748.922,29.287,437.23,-25.49,2.649,Spencer BBWM Roots2,A10,,2,,,,4036,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,O,O,4.09,2061.951,33.846,504.144,-26.325,-0.398,Spencer BBWM Roots2,A11,,4,,,,4053,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,B,B,3.95,2039.885,35.845,516.426,-26.654,1.826,Spencer BBWM Roots2,A12,,4,,,,4054,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,O,O,4.07,1983.632,42.792,487.379,-27.937,4.003,Spencer BBWM Roots2,B1,,5,,,,4058,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,EB,SW,,B,B,4.12,1979.974,29.17,480.576,-26.599,1.152,Spencer BBWM Roots2,B2,,5,,,,4059,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,O,O,3.99,2039.532,95.28,511.161,-26.892,37.607,Spencer BBWM Roots2,B3,,2,,,,4063,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,O,O,4.12,2021.107,65.332,490.56,-27.265,17.502,Spencer BBWM Roots2,B4,,2,,,,4064,,13.49253834,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,O,O,4.05,2142.76,39.415,529.077,-27.337,9.483,Spencer BBWM Roots2,B5,,2,,,,4065,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,B,B,3.98,1861.983,45.479,467.835,-26.867,8.256,Spencer BBWM Roots2,B6,,2,,,,4067,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,O,O,4.18,1950.969,86.266,466.739,-27.787,16.203,Spencer BBWM Roots2,B7,,4,,,,4084,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,B,B,3.91,1796.807,41.734,459.542,-27.941,3.672,Spencer BBWM Roots2,B8,,4,,,,4085,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,O,O,4.15,2074.852,63.122,499.964,-28.24,10.337,Spencer BBWM Roots2,B9,,5,,,,4089,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,HW,,B,B,4.07,1520.968,41.796,373.702,-26.971,4.213,Spencer BBWM Roots2,B10,,5,,,,4090,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,O,O,4.04,2090.289,72.77,517.398,-26.444,6.519,Spencer BBWM Roots2,B11,,5,,,,4094,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,O,O,4,2225.546,65.411,556.387,-26.621,3.935,Spencer BBWM Roots2,B12,,5,,,,4095,,4.342733625,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,O,O,4.11,2007.163,50.165,488.361,-26.641,4.75,Spencer BBWM Roots2,C1,,5,,,,4096,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,B,B,4.18,1750.757,30.58,418.841,-27.404,5.461,Spencer BBWM Roots2,C2,,5,,,,4098,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,O,O,3.93,2023.834,52.271,514.971,-27.33,14.331,Spencer BBWM Roots2,C3,,3,,,,4115,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,B,B,4.06,1719.589,29.901,423.544,-26.271,4.302,Spencer BBWM Roots2,C4,,3,,,,4116,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,O,O,3.95,1964.325,43.871,497.297,-26.594,5.729,Spencer BBWM Roots2,C5,,4,,,,4120,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,2012,WB,SW,,B,B,4.11,2119.263,36.562,515.636,-26.918,2.714,Spencer BBWM Roots2,C6,,4,,,,4121,,,SPENCER BBWMFOLIAGE&ROOTS 0313
roots,,EB,HW,,O,O,4.26,2097.24,57.661,492.31,-28.225,2.669,BBWM ROOT 1,A1,NO,,,391173,145574,R1,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,O,O,4.09,2146.793,66.437,524.888,-28.787,1.611,BBWM ROOT 1,A2,NO,,,391174,145575,R2,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,O,O,4.26,2233.871,56.682,524.383,-28.771,1.472,BBWM ROOT 1,A3,NO,,,391175,145576,R3,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,O,O,4.44,2072.519,37.581,466.783,-28.476,2.297,BBWM ROOT 1,A4,NO,,,391176,145577,R4,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,O,O,4.01,1986.288,36.319,495.334,-28.918,1.071,BBWM ROOT 1,A5,NO,,,391177,145578,R5,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,O,O,4.36,2109.614,26.705,483.856,-25.681,-0.541,BBWM ROOT 1,A6,NO,,,391178,145579,R6,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,0-5cm,4.54,2271.329,42.287,500.293,-28.022,2.625,BBWM ROOT 1,A7,NO,,,391179,145580,R7,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,0-5cm,4.07,2035.507,54.067,500.124,-28.03,2.883,BBWM ROOT 1,A8,NO,,,391180,145581,R8,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,0-5cm,4.38,2233.871,52.953,510.016,-28.445,2.215,BBWM ROOT 1,A9,NO,,,391181,145582,R9,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,0-5cm,4.34,2246.348,30.52,517.592,-27.979,1.124,BBWM ROOT 1,A10,NO,,,391182,145583,R10,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,0-5cm,4.35,2246.348,37.847,516.402,-28.084,0.675,BBWM ROOT 1,A11,NO,,,391183,145584,R11,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,0-5cm,4,2047.835,25.431,511.959,-27.046,-0.709,BBWM ROOT 1,A12,NO,,,391184,145585,R12,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,5-25cm,4.38,2084.874,30.387,475.999,-28.215,1.605,BBWM ROOT 1,B1,NO,,,391185,145589,R13,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,5-25cm,4.13,1998.578,32.323,483.917,-27.546,1.871,BBWM ROOT 1,B2,NO,,,391186,145590,R14,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,5-25cm,4.34,2196.496,44.93,506.105,-28.098,1.745,BBWM ROOT 1,B3,NO,,,391187,145591,R15,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,5-25cm,4.1,2072.519,30.32,505.492,-27.973,0.822,BBWM ROOT 1,B4,NO,,,391188,145592,R16,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,5-25cm,4.09,2023.188,27.51,494.667,-27.474,0.527,BBWM ROOT 1,B5,NO,,,391189,145593,R17,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,5-25cm,4.18,2060.172,29.183,492.864,-26.946,-0.057,BBWM ROOT 1,B6,NO,,,391190,145594,R18,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,25-50cm,4,2134.391,32.856,533.598,-27.8,1.593,BBWM ROOT 1,B7,NO,,,391191,145595,R19,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,25-50cm,4.29,2196.496,33.123,512.004,-28.182,0.227,BBWM ROOT 1,B8,NO,,,391192,145596,R20,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,25-C,4.28,2459.877,38.179,574.738,-28.2,1.237,BBWM ROOT 1,B10,NO,,,391194,145598,R21,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,25-50cm,4.41,2121.998,29.985,481.179,-27.731,0.543,BBWM ROOT 1,B11,NO,,,391195,145599,R22,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,25-50cm,4.21,2023.188,25.297,480.567,-26.83,0.072,BBWM ROOT 1,B12,NO,,,391196,145600,R23,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,25-C,4.06,2060.172,24.088,507.432,-27.463,0.378,BBWM ROOT 1,C1,NO,,,391197,145603,R24,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,50-C,4.38,2283.834,38.776,521.423,-27.711,2.925,BBWM ROOT 1,C2,NO,,,391198,145604,R25,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,50-C,4.24,2084.874,33.19,491.716,-29.613,0.694,BBWM ROOT 1,C3,NO,,,391199,145605,R26,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,50-C,4.43,2296.348,33.456,518.363,-27.376,1.513,BBWM ROOT 1,C4,NO,,,391200,145606,R27,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,HW,,B,50-C,4.22,1706.167,17.959,404.305,-26.221,0.169,BBWM ROOT 1,C5,NO,,,391201,145607,R28,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,O,O,4.05,2233.871,50.394,551.573,-27.393,-0.649,BBWM ROOT 1,C6,NO,,,391202,145608,R29,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,O,O,4.15,2060.172,40.765,496.427,-26.153,-1.075,BBWM ROOT 1,C7,NO,,,391203,145609,R30,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,O,O,3.9,2134.391,40.765,547.28,-26.558,0.107,BBWM ROOT 1,C8,NO,,,391204,145610,R31,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,O,O,4.3,2109.614,25.498,490.608,-27.126,-0.844,BBWM ROOT 1,C9,NO,,,391205,145611,R32,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,O,O,4.24,2283.834,24.424,538.64,-26.21,-2.915,BBWM ROOT 1,C10,NO,,,391206,145612,R33,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,O,O,4.12,2308.871,21.196,560.406,-26.39,-0.614,BBWM ROOT 1,C11,NO,,,391207,145613,R34,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,0-5cm,3.9,2047.835,31.455,525.086,-28.146,-0.241,BBWM ROOT 1,C12,NO,,,391208,145614,R35,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,0-5cm,3.9,2283.834,42.221,585.598,-26.859,-0.107,BBWM ROOT 1,D1,NO,,,391209,145618,R36,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,0-5cm,4.19,2333.946,41.162,557.028,-27.145,2.237,BBWM ROOT 1,D2,NO,,,391210,145619,R37,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,0-5cm,4.06,2271.329,21.6,559.441,-27.524,-0.344,BBWM ROOT 1,D3,NO,,,391211,145620,R38,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,0-5cm,4.2,2396.795,21.465,570.666,-25.492,-0.966,BBWM ROOT 1,D4,NO,,,391212,145621,R39,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,0-5cm,4.15,2097.24,27.108,505.359,-27.084,2.449,BBWM ROOT 1,D5,NO,,,391213,145622,R40,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,5-25cm,4.13,2308.871,34.256,559.049,-27.786,0.487,BBWM ROOT 1,D7,NO,,,391215,145624,R41,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,5-25cm,4.04,2371.628,33.723,587.037,-26.842,0.578,BBWM ROOT 1,D8,NO,,,391216,145625,R42,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,5-25cm,4.09,2233.871,38.909,546.179,-27.611,2.59,BBWM ROOT 1,D9,NO,,,391217,145626,R43,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,5-25cm,4.1,2072.519,12.816,505.492,-26.529,0.036,BBWM ROOT 1,D10,NO,,,391218,145627,R44,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,5-25cm,3.9,2097.24,26.169,537.754,-27.376,1.081,BBWM ROOT 1,D11,NO,,,391219,145628,R45,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,5-25cm,4.33,2146.793,29.584,495.795,-27.007,3.756,BBWM ROOT 1,D12,NO,,,391220,145629,R46,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,25-50cm,4.25,2072.519,26.303,487.651,-28.032,0.543,BBWM ROOT 1,E1,NO,,,391221,145636,R47,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,25-50cm,3.97,2271.329,28.514,572.123,-26.975,3.523,BBWM ROOT 1,E2,NO,,,391222,145637,R48,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,25-C,4.28,2346.497,27.041,548.247,-27.409,0.735,BBWM ROOT 1,E3,NO,,,391223,145638,R49,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,25-50cm,3.96,2359.058,22.34,595.722,-27.977,1.798,BBWM ROOT 1,E4,NO,,,391224,145639,R50,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,25-50cm,4.1,2023.188,33.523,493.46,-27.392,2.403,BBWM ROOT 1,E5,NO,,,391225,145640,R51,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,25-C,4.02,2109.614,15.864,524.78,-27.253,0.616,BBWM ROOT 1,E6,NO,,,391226,145641,R52,,Precision decreases for samples containing less than 20ugN,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,50-C,4.11,2146.793,27.978,522.334,-26.248,-0.189,BBWM ROOT 1,E7,NO,,,391227,145642,R53,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,50-C,4.12,2121.998,39.904,515.048,-27.587,1.67,BBWM ROOT 1,E8,NO,,,391228,145643,R54,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,50-C,3.89,2184.056,21.533,561.454,-27.327,1.252,BBWM ROOT 1,E9,NO,,,391229,145644,R55,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,EB,SW,,B,50-C,4.22,2171.626,34.189,514.603,-27.077,3.821,BBWM ROOT 1,E10,NO,,,391230,145645,R56,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,O,O,4.28,2084.874,61.05,487.12,-27.54,1.247,BBWM ROOT 1,E11,NO,,,391231,145646,R57,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,O,O,4,2159.205,55.702,539.801,-28.972,1.382,BBWM ROOT 1,E12,NO,,,391232,145647,R58,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,O,O,4.5,2384.207,75.656,529.824,-29.132,2.781,BBWM ROOT 1,F1,NO,,,391233,145651,R59,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,O,O,4.08,2072.519,40.699,507.97,-27.264,1.647,BBWM ROOT 1,F2,NO,,,391234,145652,R60,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,O,O,4.44,2296.348,43.345,517.195,-27.91,2.502,BBWM ROOT 1,F4,NO,,,391236,145654,R61,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,O,O,4.15,2146.793,56.617,517.3,-28.809,4.251,BBWM ROOT 1,F5,NO,,,391237,145655,R62,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,0-5cm,4.13,2271.329,59.226,549.959,-27.672,1.87,BBWM ROOT 1,F6,NO,,,391238,145656,R63,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,0-5cm,4.15,2084.874,53.674,502.379,-28.657,2.547,BBWM ROOT 1,F7,NO,,,391239,145657,R64,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,0-5cm,4.13,2109.614,70.508,510.802,-27.928,4.751,BBWM ROOT 1,F8,NO,,,391240,145658,R65,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,0-5cm,4.25,2308.871,40.5,543.264,-26.59,1.384,BBWM ROOT 1,F9,NO,,,391241,145659,R66,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,0-5cm,4.06,1998.578,41.295,492.261,-27.835,2.829,BBWM ROOT 1,F10,NO,,,391242,145660,R67,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,0-5cm,4.37,2346.497,55.571,536.956,-28.922,3.811,BBWM ROOT 1,F11,NO,,,391243,145661,R68,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,5-25cm,4.44,2346.497,54.067,528.49,-27.968,2.076,BBWM ROOT 1,F12,NO,,,391244,145662,R69,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,5-25cm,4.46,2485.175,53.608,557.214,-28.938,2.948,BBWM ROOT 1,G1,NO,,,391245,145666,R70,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,5-25cm,4.2,2333.946,65.595,555.701,-28.095,4.134,BBWM ROOT 1,G2,NO,,,391246,145667,R71,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,5-25cm,4.22,2258.834,36.518,535.269,-27.145,2.328,BBWM ROOT 1,G3,NO,,,391247,145668,R72,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,5-25cm,4.05,2121.998,40.235,523.95,-28.41,2.663,BBWM ROOT 1,G4,NO,,,391248,145669,R73,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,5-25cm,4.39,2333.946,44.138,531.651,-28.179,4.001,BBWM ROOT 1,G5,NO,,,391249,145670,R74,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,25-50cm,4.5,2346.497,48.488,521.444,-27.568,1.77,BBWM ROOT 1,G6,NO,,,391250,145671,R75,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,25-50cm,4,2097.24,34.389,524.31,-26.327,1.26,BBWM ROOT 1,G7,NO,,,391251,145672,R76,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,25-50cm,4.11,2159.205,53.15,525.354,-27.793,3.304,BBWM ROOT 1,G8,NO,,,391252,145673,R77,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
roots,,WB,HW,,B,25-50cm,4.29,2371.628,39.97,552.827,-26.763,2.52,BBWM ROOT 1,G9,NO,,,391253,145674,R78,,,FROM COPY OF SPENCER BBWMROOT1&2 0312-3
